season,date_code,weekending,region,Influenza_Category,Count
2010-2011,201044,10/31/10,Lower Southern,Influenza_Total,8
2010-2011,201044,10/31/10,Lower Southern,Influenza_Tested,20
2010-2011,201044,10/31/10,Northern,Influenza_A,0
2010-2011,201044,10/31/10,Northern,Influenza_AH3,0
2010-2011,201044,10/31/10,Northern,Influenza_AH1pdm09,0
2010-2011,201044,10/31/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201044,10/31/10,Northern,Influenza_B,0
2010-2011,201044,10/31/10,Northern,Influenza_Total,0
2010-2011,201044,10/31/10,Northern,Influenza_Tested,5
2010-2011,201044,10/31/10,Upper Southern,Influenza_A,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_AH3,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_B,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_Total,0
2010-2011,201044,10/31/10,Upper Southern,Influenza_Tested,33
2010-2011,201045,11/07/10,Bay Area,Influenza_A,0
2010-2011,201045,11/07/10,Bay Area,Influenza_AH3,0
2010-2011,201045,11/07/10,Bay Area,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,Bay Area,Influenza_B,0
2010-2011,201045,11/07/10,Bay Area,Influenza_Total,0
2010-2011,201045,11/07/10,Bay Area,Influenza_Tested,31
2010-2011,201045,11/07/10,California,Influenza_A,0
2010-2011,201045,11/07/10,California,Influenza_AH3,0
2010-2011,201045,11/07/10,California,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,California,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,California,Influenza_B,3
2010-2011,201045,11/07/10,California,Influenza_Total,3
2010-2011,201045,11/07/10,California,Influenza_Tested,74
2010-2011,201045,11/07/10,Central,Influenza_A,0
2010-2011,201045,11/07/10,Central,Influenza_AH3,0
2010-2011,201045,11/07/10,Central,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,Central,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,Central,Influenza_B,0
2010-2011,201045,11/07/10,Central,Influenza_Total,0
2010-2011,201045,11/07/10,Central,Influenza_Tested,4
2010-2011,201045,11/07/10,Lower Southern,Influenza_A,0
2010-2011,201045,11/07/10,Lower Southern,Influenza_AH3,0
2010-2011,201045,11/07/10,Lower Southern,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,Lower Southern,Influenza_B,3
2010-2011,201045,11/07/10,Lower Southern,Influenza_Total,3
2010-2011,201045,11/07/10,Lower Southern,Influenza_Tested,28
2010-2011,201045,11/07/10,Northern,Influenza_A,0
2010-2011,201045,11/07/10,Northern,Influenza_AH3,0
2010-2011,201045,11/07/10,Northern,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,Northern,Influenza_B,0
2010-2011,201045,11/07/10,Northern,Influenza_Total,0
2010-2011,201045,11/07/10,Northern,Influenza_Tested,5
2010-2011,201045,11/07/10,Upper Southern,Influenza_A,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_AH3,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_B,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_Total,0
2010-2011,201045,11/07/10,Upper Southern,Influenza_Tested,6
2010-2011,201046,11/14/10,Bay Area,Influenza_A,0
2010-2011,201046,11/14/10,Bay Area,Influenza_AH3,0
2010-2011,201046,11/14/10,Bay Area,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,Bay Area,Influenza_B,0
2010-2011,201046,11/14/10,Bay Area,Influenza_Total,0
2010-2011,201046,11/14/10,Bay Area,Influenza_Tested,10
2010-2011,201046,11/14/10,California,Influenza_A,3
2010-2011,201046,11/14/10,California,Influenza_AH3,3
2010-2011,201046,11/14/10,California,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,California,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,California,Influenza_B,6
2010-2011,201046,11/14/10,California,Influenza_Total,9
2010-2011,201046,11/14/10,California,Influenza_Tested,82
2010-2011,201046,11/14/10,Central,Influenza_A,1
2010-2011,201046,11/14/10,Central,Influenza_AH3,1
2010-2011,201046,11/14/10,Central,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,Central,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,Central,Influenza_B,0
2010-2011,201046,11/14/10,Central,Influenza_Total,1
2010-2011,201046,11/14/10,Central,Influenza_Tested,10
2010-2011,201046,11/14/10,Lower Southern,Influenza_A,2
2010-2011,201046,11/14/10,Lower Southern,Influenza_AH3,2
2010-2011,201046,11/14/10,Lower Southern,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,Lower Southern,Influenza_B,6
2010-2011,201046,11/14/10,Lower Southern,Influenza_Total,8
2010-2011,201046,11/14/10,Lower Southern,Influenza_Tested,30
2010-2011,201046,11/14/10,Northern,Influenza_A,0
2010-2011,201046,11/14/10,Northern,Influenza_AH3,0
2010-2011,201046,11/14/10,Northern,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,Northern,Influenza_B,0
2010-2011,201046,11/14/10,Northern,Influenza_Total,0
2010-2011,201046,11/14/10,Northern,Influenza_Tested,4
2010-2011,201046,11/14/10,Upper Southern,Influenza_A,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_AH3,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_B,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_Total,0
2010-2011,201046,11/14/10,Upper Southern,Influenza_Tested,28
2010-2011,201047,11/21/10,Bay Area,Influenza_A,0
2010-2011,201047,11/21/10,Bay Area,Influenza_AH3,0
2010-2011,201047,11/21/10,Bay Area,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,Bay Area,Influenza_B,0
2010-2011,201047,11/21/10,Bay Area,Influenza_Total,0
2010-2011,201047,11/21/10,Bay Area,Influenza_Tested,10
2010-2011,201047,11/21/10,California,Influenza_A,2
2010-2011,201047,11/21/10,California,Influenza_AH3,2
2010-2011,201047,11/21/10,California,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,California,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,California,Influenza_B,4
2010-2011,201047,11/21/10,California,Influenza_Total,6
2010-2011,201047,11/21/10,California,Influenza_Tested,58
2010-2011,201047,11/21/10,Central,Influenza_A,0
2010-2011,201047,11/21/10,Central,Influenza_AH3,0
2010-2011,201047,11/21/10,Central,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,Central,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,Central,Influenza_B,0
2010-2011,201047,11/21/10,Central,Influenza_Total,0
2010-2011,201047,11/21/10,Central,Influenza_Tested,6
2010-2011,201047,11/21/10,Lower Southern,Influenza_A,2
2010-2011,201047,11/21/10,Lower Southern,Influenza_AH3,2
2010-2011,201047,11/21/10,Lower Southern,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,Lower Southern,Influenza_B,4
2010-2011,201047,11/21/10,Lower Southern,Influenza_Total,6
2010-2011,201047,11/21/10,Lower Southern,Influenza_Tested,29
2010-2011,201047,11/21/10,Northern,Influenza_A,0
2010-2011,201047,11/21/10,Northern,Influenza_AH3,0
2010-2011,201047,11/21/10,Northern,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,Northern,Influenza_B,0
2010-2011,201047,11/21/10,Northern,Influenza_Total,0
2010-2011,201047,11/21/10,Northern,Influenza_Tested,1
2010-2011,201047,11/21/10,Upper Southern,Influenza_A,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_AH3,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_B,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_Total,0
2010-2011,201047,11/21/10,Upper Southern,Influenza_Tested,12
2010-2011,201048,11/28/10,Bay Area,Influenza_A,2
2010-2011,201048,11/28/10,Bay Area,Influenza_AH3,0
2010-2011,201048,11/28/10,Bay Area,Influenza_AH1pdm09,2
2010-2011,201048,11/28/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,Bay Area,Influenza_B,0
2010-2011,201048,11/28/10,Bay Area,Influenza_Total,2
2010-2011,201048,11/28/10,Bay Area,Influenza_Tested,21
2010-2011,201048,11/28/10,California,Influenza_A,3
2010-2011,201048,11/28/10,California,Influenza_AH3,1
2010-2011,201048,11/28/10,California,Influenza_AH1pdm09,2
2010-2011,201048,11/28/10,California,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,California,Influenza_B,10
2010-2011,201048,11/28/10,California,Influenza_Total,13
2010-2011,201048,11/28/10,California,Influenza_Tested,118
2010-2011,201048,11/28/10,Central,Influenza_A,0
2010-2011,201048,11/28/10,Central,Influenza_AH3,0
2010-2011,201048,11/28/10,Central,Influenza_AH1pdm09,0
2010-2011,201048,11/28/10,Central,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,Central,Influenza_B,1
2010-2011,201048,11/28/10,Central,Influenza_Total,1
2010-2011,201048,11/28/10,Central,Influenza_Tested,6
2010-2011,201048,11/28/10,Lower Southern,Influenza_A,1
2010-2011,201048,11/28/10,Lower Southern,Influenza_AH3,1
2010-2011,201048,11/28/10,Lower Southern,Influenza_AH1pdm09,0
2010-2011,201048,11/28/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,Lower Southern,Influenza_B,7
2010-2011,201048,11/28/10,Lower Southern,Influenza_Total,8
2010-2011,201048,11/28/10,Lower Southern,Influenza_Tested,33
2010-2011,201048,11/28/10,Northern,Influenza_A,0
2010-2011,201048,11/28/10,Northern,Influenza_AH3,0
2010-2011,201048,11/28/10,Northern,Influenza_AH1pdm09,0
2010-2011,201048,11/28/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,Northern,Influenza_B,0
2010-2011,201048,11/28/10,Northern,Influenza_Total,0
2010-2011,201048,11/28/10,Northern,Influenza_Tested,0
2010-2011,201048,11/28/10,Upper Southern,Influenza_A,0
2010-2011,201048,11/28/10,Upper Southern,Influenza_AH3,0
2010-2011,201048,11/28/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201048,11/28/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201048,11/28/10,Upper Southern,Influenza_B,2
2010-2011,201048,11/28/10,Upper Southern,Influenza_Total,2
2010-2011,201048,11/28/10,Upper Southern,Influenza_Tested,58
2010-2011,201049,12/05/10,Bay Area,Influenza_A,1
2010-2011,201049,12/05/10,Bay Area,Influenza_AH3,0
2010-2011,201049,12/05/10,Bay Area,Influenza_AH1pdm09,1
2010-2011,201049,12/05/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,Bay Area,Influenza_B,0
2010-2011,201049,12/05/10,Bay Area,Influenza_Total,1
2010-2011,201049,12/05/10,Bay Area,Influenza_Tested,26
2010-2011,201049,12/05/10,California,Influenza_A,7
2010-2011,201049,12/05/10,California,Influenza_AH3,6
2010-2011,201049,12/05/10,California,Influenza_AH1pdm09,1
2010-2011,201049,12/05/10,California,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,California,Influenza_B,8
2010-2011,201049,12/05/10,California,Influenza_Total,15
2010-2011,201049,12/05/10,California,Influenza_Tested,124
2010-2011,201049,12/05/10,Central,Influenza_A,0
2010-2011,201049,12/05/10,Central,Influenza_AH3,0
2010-2011,201049,12/05/10,Central,Influenza_AH1pdm09,0
2010-2011,201049,12/05/10,Central,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,Central,Influenza_B,0
2010-2011,201049,12/05/10,Central,Influenza_Total,0
2010-2011,201049,12/05/10,Central,Influenza_Tested,7
2010-2011,201049,12/05/10,Lower Southern,Influenza_A,5
2010-2011,201049,12/05/10,Lower Southern,Influenza_AH3,5
2010-2011,201049,12/05/10,Lower Southern,Influenza_AH1pdm09,0
2010-2011,201049,12/05/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,Lower Southern,Influenza_B,7
2010-2011,201049,12/05/10,Lower Southern,Influenza_Total,12
2010-2011,201049,12/05/10,Lower Southern,Influenza_Tested,44
2010-2011,201049,12/05/10,Northern,Influenza_A,0
2010-2011,201049,12/05/10,Northern,Influenza_AH3,0
2010-2011,201049,12/05/10,Northern,Influenza_AH1pdm09,0
2010-2011,201049,12/05/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,Northern,Influenza_B,0
2010-2011,201049,12/05/10,Northern,Influenza_Total,0
2010-2011,201049,12/05/10,Northern,Influenza_Tested,1
2010-2011,201049,12/05/10,Upper Southern,Influenza_A,1
2010-2011,201049,12/05/10,Upper Southern,Influenza_AH3,1
2010-2011,201049,12/05/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201049,12/05/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201049,12/05/10,Upper Southern,Influenza_B,1
2010-2011,201049,12/05/10,Upper Southern,Influenza_Total,2
2010-2011,201049,12/05/10,Upper Southern,Influenza_Tested,46
2010-2011,201050,12/12/10,Bay Area,Influenza_A,0
2010-2011,201050,12/12/10,Bay Area,Influenza_AH3,0
2010-2011,201050,12/12/10,Bay Area,Influenza_AH1pdm09,0
2010-2011,201050,12/12/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,Bay Area,Influenza_B,1
2010-2011,201050,12/12/10,Bay Area,Influenza_Total,1
2010-2011,201050,12/12/10,Bay Area,Influenza_Tested,22
2010-2011,201050,12/12/10,California,Influenza_A,12
2010-2011,201050,12/12/10,California,Influenza_AH3,10
2010-2011,201050,12/12/10,California,Influenza_AH1pdm09,2
2010-2011,201050,12/12/10,California,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,California,Influenza_B,11
2010-2011,201050,12/12/10,California,Influenza_Total,23
2010-2011,201050,12/12/10,California,Influenza_Tested,129
2010-2011,201050,12/12/10,Central,Influenza_A,1
2010-2011,201050,12/12/10,Central,Influenza_AH3,1
2010-2011,201050,12/12/10,Central,Influenza_AH1pdm09,0
2010-2011,201050,12/12/10,Central,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,Central,Influenza_B,0
2010-2011,201050,12/12/10,Central,Influenza_Total,1
2010-2011,201050,12/12/10,Central,Influenza_Tested,20
2010-2011,201050,12/12/10,Lower Southern,Influenza_A,9
2010-2011,201050,12/12/10,Lower Southern,Influenza_AH3,7
2010-2011,201050,12/12/10,Lower Southern,Influenza_AH1pdm09,2
2010-2011,201050,12/12/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,Lower Southern,Influenza_B,9
2010-2011,201050,12/12/10,Lower Southern,Influenza_Total,18
2010-2011,201050,12/12/10,Lower Southern,Influenza_Tested,59
2010-2011,201050,12/12/10,Northern,Influenza_A,2
2010-2011,201050,12/12/10,Northern,Influenza_AH3,2
2010-2011,201050,12/12/10,Northern,Influenza_AH1pdm09,0
2010-2011,201050,12/12/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,Northern,Influenza_B,1
2010-2011,201050,12/12/10,Northern,Influenza_Total,3
2010-2011,201050,12/12/10,Northern,Influenza_Tested,8
2010-2011,201050,12/12/10,Upper Southern,Influenza_A,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_AH3,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_B,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_Total,0
2010-2011,201050,12/12/10,Upper Southern,Influenza_Tested,20
2010-2011,201051,12/19/10,Bay Area,Influenza_A,4
2010-2011,201051,12/19/10,Bay Area,Influenza_AH3,4
2010-2011,201051,12/19/10,Bay Area,Influenza_AH1pdm09,0
2010-2011,201051,12/19/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201051,12/19/10,Bay Area,Influenza_B,1
2010-2011,201051,12/19/10,Bay Area,Influenza_Total,5
2010-2011,201051,12/19/10,Bay Area,Influenza_Tested,32
2010-2011,201051,12/19/10,California,Influenza_A,23
2010-2011,201051,12/19/10,California,Influenza_AH3,15
2010-2011,201051,12/19/10,California,Influenza_AH1pdm09,7
2010-2011,201051,12/19/10,California,Influenza_ANotSubtyped,1
2010-2011,201051,12/19/10,California,Influenza_B,16
2010-2011,201051,12/19/10,California,Influenza_Total,39
2010-2011,201051,12/19/10,California,Influenza_Tested,126
2010-2011,201051,12/19/10,Central,Influenza_A,4
2010-2011,201051,12/19/10,Central,Influenza_AH3,2
2010-2011,201051,12/19/10,Central,Influenza_AH1pdm09,2
2010-2011,201051,12/19/10,Central,Influenza_ANotSubtyped,0
2010-2011,201051,12/19/10,Central,Influenza_B,0
2010-2011,201051,12/19/10,Central,Influenza_Total,4
2010-2011,201051,12/19/10,Central,Influenza_Tested,14
2010-2011,201051,12/19/10,Lower Southern,Influenza_A,15
2010-2011,201051,12/19/10,Lower Southern,Influenza_AH3,9
2010-2011,201051,12/19/10,Lower Southern,Influenza_AH1pdm09,5
2010-2011,201051,12/19/10,Lower Southern,Influenza_ANotSubtyped,1
2010-2011,201051,12/19/10,Lower Southern,Influenza_B,12
2010-2011,201051,12/19/10,Lower Southern,Influenza_Total,27
2010-2011,201051,12/19/10,Lower Southern,Influenza_Tested,56
2010-2011,201051,12/19/10,Northern,Influenza_A,0
2010-2011,201051,12/19/10,Northern,Influenza_AH3,0
2010-2011,201051,12/19/10,Northern,Influenza_AH1pdm09,0
2010-2011,201051,12/19/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201051,12/19/10,Northern,Influenza_B,0
2010-2011,201051,12/19/10,Northern,Influenza_Total,0
2010-2011,201051,12/19/10,Northern,Influenza_Tested,1
2010-2011,201051,12/19/10,Upper Southern,Influenza_A,0
2010-2011,201051,12/19/10,Upper Southern,Influenza_AH3,0
2010-2011,201051,12/19/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201051,12/19/10,Upper Southern,Influenza_ANotSubtyped,0
2010-2011,201051,12/19/10,Upper Southern,Influenza_B,3
2010-2011,201051,12/19/10,Upper Southern,Influenza_Total,3
2010-2011,201051,12/19/10,Upper Southern,Influenza_Tested,23
2010-2011,201052,12/26/10,Bay Area,Influenza_A,4
2010-2011,201052,12/26/10,Bay Area,Influenza_AH3,2
2010-2011,201052,12/26/10,Bay Area,Influenza_AH1pdm09,2
2010-2011,201052,12/26/10,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201052,12/26/10,Bay Area,Influenza_B,0
2010-2011,201052,12/26/10,Bay Area,Influenza_Total,4
2010-2011,201052,12/26/10,Bay Area,Influenza_Tested,26
2010-2011,201052,12/26/10,California,Influenza_A,33
2010-2011,201052,12/26/10,California,Influenza_AH3,20
2010-2011,201052,12/26/10,California,Influenza_AH1pdm09,12
2010-2011,201052,12/26/10,California,Influenza_ANotSubtyped,1
2010-2011,201052,12/26/10,California,Influenza_B,23
2010-2011,201052,12/26/10,California,Influenza_Total,56
2010-2011,201052,12/26/10,California,Influenza_Tested,179
2010-2011,201052,12/26/10,Central,Influenza_A,10
2010-2011,201052,12/26/10,Central,Influenza_AH3,2
2010-2011,201052,12/26/10,Central,Influenza_AH1pdm09,8
2010-2011,201052,12/26/10,Central,Influenza_ANotSubtyped,0
2010-2011,201052,12/26/10,Central,Influenza_B,0
2010-2011,201052,12/26/10,Central,Influenza_Total,10
2010-2011,201052,12/26/10,Central,Influenza_Tested,27
2010-2011,201052,12/26/10,Lower Southern,Influenza_A,14
2010-2011,201052,12/26/10,Lower Southern,Influenza_AH3,12
2010-2011,201052,12/26/10,Lower Southern,Influenza_AH1pdm09,2
2010-2011,201052,12/26/10,Lower Southern,Influenza_ANotSubtyped,0
2010-2011,201052,12/26/10,Lower Southern,Influenza_B,21
2010-2011,201052,12/26/10,Lower Southern,Influenza_Total,35
2010-2011,201052,12/26/10,Lower Southern,Influenza_Tested,95
2010-2011,201052,12/26/10,Northern,Influenza_A,0
2010-2011,201052,12/26/10,Northern,Influenza_AH3,0
2010-2011,201052,12/26/10,Northern,Influenza_AH1pdm09,0
2010-2011,201052,12/26/10,Northern,Influenza_ANotSubtyped,0
2010-2011,201052,12/26/10,Northern,Influenza_B,0
2010-2011,201052,12/26/10,Northern,Influenza_Total,0
2010-2011,201052,12/26/10,Northern,Influenza_Tested,5
2010-2011,201052,12/26/10,Upper Southern,Influenza_A,5
2010-2011,201052,12/26/10,Upper Southern,Influenza_AH3,4
2010-2011,201052,12/26/10,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201052,12/26/10,Upper Southern,Influenza_ANotSubtyped,1
2010-2011,201052,12/26/10,Upper Southern,Influenza_B,2
2010-2011,201052,12/26/10,Upper Southern,Influenza_Total,7
2010-2011,201052,12/26/10,Upper Southern,Influenza_Tested,26
2010-2011,201101,01/02/11,Bay Area,Influenza_A,3
2010-2011,201101,01/02/11,Bay Area,Influenza_AH3,2
2010-2011,201101,01/02/11,Bay Area,Influenza_AH1pdm09,1
2010-2011,201101,01/02/11,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201101,01/02/11,Bay Area,Influenza_B,0
2010-2011,201101,01/02/11,Bay Area,Influenza_Total,3
2010-2011,201101,01/02/11,Bay Area,Influenza_Tested,38
2010-2011,201101,01/02/11,California,Influenza_A,34
2010-2011,201101,01/02/11,California,Influenza_AH3,25
2010-2011,201101,01/02/11,California,Influenza_AH1pdm09,9
2010-2011,201101,01/02/11,California,Influenza_ANotSubtyped,0
2010-2011,201101,01/02/11,California,Influenza_B,20
2010-2011,201101,01/02/11,California,Influenza_Total,54
2010-2011,201101,01/02/11,California,Influenza_Tested,185
2010-2011,201101,01/02/11,Central,Influenza_A,7
2010-2011,201101,01/02/11,Central,Influenza_AH3,2
2010-2011,201101,01/02/11,Central,Influenza_AH1pdm09,5
